DateTime,Dow/Gold
2003-05-31,24.1942591580098
2003-06-30,26.0334347385195
2003-07-31,25.9558678847505
2003-08-31,25.3795687331536
2003-09-30,24.1223927178153
2003-10-31,25.4839313572543
2003-11-30,24.572871137905
2003-12-31,25.0543319352906
2004-01-31,26.1352354846748
2004-02-29,26.9825876354366
2004-03-31,24.4862884160757
2004-04-30,26.4021946811257
2004-05-31,25.8688587025517
2004-06-30,26.5028063492063
2004-07-31,26.0259496919918
2004-08-31,24.9299681450625
2004-09-30,24.4459076027646
2004-10-31,23.527616142656
2004-11-30,23.0708407079646
2004-12-31,24.6187442922374
2005-01-31,24.7521000471921
2005-02-28,24.6620776543351
2005-03-31,24.5701988304094
2005-04-30,23.5284164358264
2005-05-31,25.1078915807148
2005-06-30,23.523282967033
2005-07-31,24.9114128526279
2005-08-31,24.2069284064665
2005-09-30,22.3250950570342
2005-10-31,22.0883740611446
2005-11-30,21.8830903199676
2005-12-31,20.8918128654971
2006-01-31,19.0678483678484
2006-02-28,19.7545552560647
2006-03-31,19.0228082191781
2006-04-30,17.8098550724638
2006-05-31,17.0769266055046
2006-06-30,18.5713191205863
2006-07-31,17.5599372056515
2006-08-31,18.3050261359067
2006-09-30,19.4085085168259
2006-10-31,20.1043934098852
2006-11-30,19.1446271929825
2006-12-31,19.605395626868
2007-01-31,19.5457839721254
2007-02-28,18.1220531757755
2007-03-31,18.6199698568199
2007-04-30,19.2668289085546
2007-05-31,20.7548583612549
2007-06-30,20.6763608326908
2007-07-31,19.8155080614923
2007-08-31,19.9966167664671
2007-09-30,18.8351474076584
2007-10-31,17.7905619412516
2007-11-30,16.8250644856873
2007-12-31,15.8575254034668
2008-01-31,13.6945710419486
2008-02-29,12.6588132094943
2008-03-31,13.0839050413444
2008-04-30,14.773990204552
2008-05-31,14.3698919840819
2008-06-30,12.168330206379
2008-07-31,12.475899122807
2008-08-31,13.7998206814106
2008-09-30,12.0966109253066
2008-10-31,12.8002882635553
2008-11-30,10.8531530424093
2008-12-31,10.1461156069364
2009-01-31,8.71078933043005
2009-02-28,7.48389933774835
2009-03-31,8.28407185628743
2009-04-30,9.18798650168729
2009-05-31,8.74519547325103
2009-06-30,8.97662061636557
2009-07-31,9.79349706353444
2009-08-31,9.98819879042861
2009-09-30,9.70015480649189
2009-10-31,9.29892771661082
2009-11-30,8.82665529010239
2009-12-31,9.44569746376811
2010-01-31,9.29792657584853
2010-02-28,9.28113258426966
2010-03-31,9.78515547543939
2010-04-30,9.36703680068071
2010-05-31,8.34977759472817
2010-06-30,7.87909713825071
2010-07-31,8.96056506849315
2010-08-31,8.11894608836644
2010-09-30,8.2288710907704
2010-10-31,8.3175537684683
2010-11-30,8.00437818181818
2010-12-31,8.20954440702003
2011-01-31,8.91783277090364
2011-02-28,8.67270083348111
2011-03-31,8.60917540181691
2011-04-30,8.36743305029393
2011-05-31,8.17813272608979
2011-06-30,8.23232095490716
2011-07-31,7.52485824941906
2011-08-31,6.36009309967141
2011-09-30,6.69943523634131
2011-10-31,6.95867869615832
2011-11-30,7.06906103286385
2011-12-31,7.75964433153382
2012-01-31,7.26864787111623
2012-02-29,7.2438870246085
2012-03-31,7.95546590395906
2012-04-30,7.94804812030075
2012-05-31,7.90650717703349
2012-06-30,8.20649251353934
2012-07-31,8.01644122631336
2012-08-31,7.89675162117328
2012-09-30,7.54471083660865
2012-10-31,7.62308498253783
2012-11-30,7.53686098654709
2012-12-31,7.87508413461538
2013-01-31,8.27744401313825
2013-02-28,8.83374607165305
2013-03-31,9.0973728549142
2013-04-30,10.0762519096928
2013-05-31,10.7183619925545
2013-06-30,12.3911074174112
2013-07-31,11.6406609087495
2013-08-31,10.6338610662359
2013-09-30,11.326722814898
2013-10-31,11.6556701030928
2013-11-30,12.9182172254567
2013-12-31,13.7966375364128
2014-01-31,12.5943441636582
2014-02-28,12.2927584259085
2014-03-31,12.7184389489954
2014-04-30,12.8334674922601
2014-05-31,13.3310765550239
2014-06-30,12.8153846153846
2014-07-31,12.7901930501931
2014-08-31,13.2984250437488
2014-09-30,14.0850413223141
2014-10-31,14.8225186447901
2014-11-30,15.0512790206838
2014-12-31,14.8618469877006
2015-01-31,13.5852394143253
2015-02-28,15.0478838174274
2015-03-31,15.0740894636421
2015-04-30,14.8140164410861
2015-05-31,15.129939516129
2015-06-30,14.9953276595745
2015-07-31,16.3787417249201
2015-08-31,14.6850555308752
2015-09-30,14.5075278396437
2015-10-31,15.3897103027663
2015-11-30,16.7857907450386
2015-12-31,16.4038879736409
2016-01-31,14.7958486836194
2016-02-29,13.3828951099947
2016-03-31,14.3361624513619
2016-04-01,9.84193932018696
2016-04-04,14.3957470984498
2016-04-05,14.488329218107
2016-04-06,14.3857490864799
2016-04-07,14.3112053844585
2016-04-08,14.203604040404
2016-04-11,14.2157165991903
2016-04-12,14.2082581679695
2016-04-13,14.2219504447268
2016-04-14,14.390070238812
2016-04-15,14.429944368298
2016-04-18,14.6405041675137
2016-04-19,14.5864102771269
2016-04-20,14.5737859386325
2016-04-21,14.4119575235424
2016-04-22,14.3153898143363
2016-04-25,14.4349124779187
2016-04-26,14.6161758134622
2016-04-27,14.6144592952612
2016-04-28,14.3247720425788
2016-04-29,14.1442304631545
2016-05-02,14.0377873675951
2016-05-03,13.927744213417
2016-05-04,13.6145468569225
2016-05-05,13.7941966726548
2016-05-06,13.9060395845581
2016-05-09,13.8300410076157
2016-05-10,14.0311876345138
2016-05-11,14.0025457564138
2016-05-12,13.9334014782198
